user_id,username,first_name,last_name,business_name,user_segment,region,city,registration_date,preferences
874,hudsonrecruitme@outlook.com,NULL,NULL,Hudson Recruitment,Power Seller,Auckland,Manukau,2004-01-25,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Motors"", ""Property""], ""saved_searches"": 12}"
875,kiwibuyer421,Daniel,Harris,NULL,Individual,Wellington,Wellington City,2002-07-15,"{""notifications"": {""email"": false, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace""], ""saved_searches"": 2}"
876,kiwiseller292,NULL,NULL,Southern Cross Autos,Power Seller,Auckland,Waitakere,2014-01-10,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Jobs"", ""Marketplace""], ""saved_searches"": 7}"
877,manaian@yahoo.co.nz,Manaia,Ngata,NULL,Individual,Nelson-Marlborough,Blenheim,2004-04-03,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Marketplace"", ""Jobs""], ""saved_searches"": 1}"
878,charlotte_748,Charlotte,McDonald,NULL,Individual,Auckland,Manukau,2003-08-22,"{""notifications"": {""email"": true, ""push"": false, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Motors""], ""saved_searches"": 0}"
879,aria_23@proton.me,Aria,O'Brien,NULL,Individual,Auckland,Auckland City,2013-05-27,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Motors"", ""Marketplace""], ""saved_searches"": 0}"
880,wellingtonmotor@icloud.com,NULL,NULL,Wellington Motors Ltd,Business,Manawatu-Wanganui,Whanganui,2010-04-20,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs""], ""saved_searches"": 9}"
881,arohah76,Aroha,Harris,NULL,Individual,Wellington,Kapiti Coast,2013-01-17,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Jobs"", ""Marketplace""], ""saved_searches"": 1}"
882,william_33@gmail.com,William,Henderson,NULL,Individual,Auckland,Manukau,2024-08-10,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Jobs""], ""saved_searches"": 1}"
883,william.chen6@hotmail.com,NULL,NULL,Noel Leeming Outlet,Business,Auckland,Waitakere,2024-04-06,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Motors"", ""Jobs""], ""saved_searches"": 3}"
884,ella_107,Ella,Smith,NULL,Individual,Waikato,Taupo,2011-05-09,"{""notifications"": {""email"": true, ""push"": false, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Motors""], ""saved_searches"": 2}"
885,tanel@xtra.co.nz,Tane,Lee,NULL,Individual,Waikato,Tauranga,2007-07-22,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Motors"", ""Marketplace""], ""saved_searches"": 4}"
886,daniel_352,NULL,NULL,Hudson Recruitment,Business,Waikato,Tauranga,2019-05-07,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace""], ""saved_searches"": 14}"
887,kiwitrader779,Connor,Williams,NULL,Individual,Wellington,Lower Hutt,2023-02-08,"{""notifications"": {""email"": true, ""push"": false, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Property"", ""Motors""], ""saved_searches"": 2}"
888,william.tamati3@gmail.com,William,Tamati,NULL,Individual,Wellington,Porirua,2013-09-15,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Motors""], ""saved_searches"": 4}"
889,hannah_65@yahoo.co.nz,Hannah,White,NULL,Individual,Canterbury,Waimakariri,2004-09-16,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Property"", ""Motors""], ""saved_searches"": 4}"
890,henry_58@proton.me,Henry,Robinson,NULL,Individual,Otago,Queenstown,2007-09-20,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Jobs""], ""saved_searches"": 2}"
891,noah.scott2@yahoo.co.nz,Noah,Scott,NULL,Individual,West Coast,Hokitika,2016-07-05,"{""notifications"": {""email"": false, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Property"", ""Motors""], ""saved_searches"": 1}"
892,nz_ella_3,NULL,NULL,Randstad NZ,Business,Auckland,Manukau,2025-05-10,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Marketplace"", ""Jobs""], ""saved_searches"": 2}"
893,ethan_34@xtra.co.nz,Ethan,Robinson,NULL,Individual,Waikato,Hamilton,2020-06-15,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property""], ""saved_searches"": 1}"
894,ryan.walker9@yahoo.co.nz,NULL,NULL,PB Tech,Business,Bay of Plenty,Tauranga,2021-09-18,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Property""], ""saved_searches"": 12}"
895,charlotte_556,NULL,NULL,PB Tech,Power Seller,Hawkes Bay,Havelock North,2012-01-17,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Marketplace"", ""Jobs""], ""saved_searches"": 2}"
896,liam.murray1@gmail.com,Liam,Murray,NULL,Individual,Wellington,Wellington City,2013-03-10,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Motors"", ""Property""], ""saved_searches"": 2}"
897,thomas_29@hotmail.com,Thomas,Thompson,NULL,Individual,Auckland,Waitakere,2013-03-11,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Jobs""], ""saved_searches"": 0}"
898,mitre10clearanc@xtra.co.nz,NULL,NULL,Mitre 10 Clearance,Business,Wellington,Porirua,2002-10-08,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors""], ""saved_searches"": 9}"
899,kiwibuyer319,William,Walker,NULL,Individual,Canterbury,Christchurch,2019-11-16,"{""notifications"": {""email"": false, ""push"": false, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Motors""], ""saved_searches"": 0}"
900,daniel.brown3@trademe.co.nz,Daniel,Brown,NULL,Individual,Canterbury,Timaru,2001-03-10,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Marketplace"", ""Jobs""], ""saved_searches"": 4}"
901,williamh@hotmail.com,William,Henare,NULL,Individual,Auckland,Waitakere,2006-02-14,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs""], ""saved_searches"": 0}"
902,kiwitrader39,NULL,NULL,Robert Half Wellington,Business,Bay of Plenty,Mount Maunganui,2006-09-28,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Jobs"", ""Marketplace""], ""saved_searches"": 3}"
903,kiwibuyer859,NULL,NULL,Hudson Recruitment,Power Seller,Auckland,Franklin,2022-02-27,"{""notifications"": {""email"": false, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors""], ""saved_searches"": 1}"
904,rachel_81@gmail.com,Rachel,Campbell,NULL,Individual,Auckland,North Shore,2001-11-05,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Property""], ""saved_searches"": 3}"
905,ljhooker@icloud.com,NULL,NULL,LJ Hooker,Power Seller,Auckland,Papakura,2010-05-01,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Motors"", ""Jobs""], ""saved_searches"": 15}"
906,nz_james_36,James,Martin,NULL,Individual,Canterbury,Ashburton,2008-11-09,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Motors""], ""saved_searches"": 4}"
907,ava.stewart9@hotmail.com,Ava,Stewart,NULL,Individual,Canterbury,Timaru,2011-08-03,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace""], ""saved_searches"": 0}"
908,kiwiseller453,Oliver,Walker,NULL,Individual,Bay of Plenty,Mount Maunganui,2023-03-17,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs""], ""saved_searches"": 3}"
909,nikaus47,NULL,NULL,Hudson Recruitment,Business,Wellington,Porirua,2001-03-11,"{""notifications"": {""email"": true, ""push"": false, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Jobs""], ""saved_searches"": 6}"
910,jamesh@xtra.co.nz,NULL,NULL,Century 21,Power Seller,Wellington,Porirua,2022-07-25,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property""], ""saved_searches"": 9}"
911,laurenl30,Lauren,Lee,NULL,Individual,Wellington,Upper Hutt,2009-11-11,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Marketplace""], ""saved_searches"": 4}"
912,ryan_14@yahoo.co.nz,Ryan,King,NULL,Individual,Wellington,Lower Hutt,2018-11-26,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Jobs"", ""Motors""], ""saved_searches"": 1}"
913,henrya35,Henry,Anderson,NULL,Individual,Otago,Oamaru,2007-04-16,"{""notifications"": {""email"": false, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace""], ""saved_searches"": 5}"
914,michaelpageauck@trademe.co.nz,NULL,NULL,Michael Page Auckland,Business,Auckland,North Shore,2024-02-29,"{""notifications"": {""email"": true, ""push"": false, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs""], ""saved_searches"": 6}"
915,nz_harper_36,Harper,Nguyen,NULL,Individual,Canterbury,Selwyn,2003-12-11,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Marketplace"", ""Motors""], ""saved_searches"": 2}"
916,emma.henare@yahoo.co.nz,Emma,Henare,NULL,Individual,Hawkes Bay,Hastings,2018-07-11,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Jobs""], ""saved_searches"": 3}"
917,william.anderson3@outlook.com,William,Anderson,NULL,Individual,Auckland,Waitakere,2018-06-13,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors""], ""saved_searches"": 0}"
918,james_544,NULL,NULL,Wellington Motors Ltd,Business,Waikato,Tauranga,2015-04-26,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Jobs""], ""saved_searches"": 14}"
919,charlotte_172,Charlotte,Walker,NULL,Individual,Taranaki,New Plymouth,2006-09-09,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Motors"", ""Property""], ""saved_searches"": 1}"
920,nz_grace_19,Grace,Singh,NULL,Individual,Canterbury,Selwyn,2010-04-21,"{""notifications"": {""email"": false, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Jobs""], ""saved_searches"": 2}"
921,canterburycarsa@icloud.com,NULL,NULL,Canterbury Car Sales,Power Seller,Nelson-Marlborough,Richmond,2019-07-15,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Marketplace""], ""saved_searches"": 12}"
922,maia_53@outlook.com,Maia,Singh,NULL,Individual,Taranaki,New Plymouth,2009-02-21,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Jobs""], ""saved_searches"": 1}"
923,tane.henderson9@xtra.co.nz,Tane,Henderson,NULL,Individual,Waikato,Cambridge,2007-08-15,"{""notifications"": {""email"": false, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Jobs"", ""Motors""], ""saved_searches"": 4}"
924,amelia_148,Amelia,Wang,NULL,Individual,Canterbury,Christchurch,2006-04-29,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Motors""], ""saved_searches"": 2}"
925,henry.stewart@icloud.com,Henry,Stewart,NULL,Individual,Northland,Kaitaia,2024-11-16,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Jobs"", ""Marketplace""], ""saved_searches"": 4}"
926,rachel_90@trademe.co.nz,Rachel,Reid,NULL,Individual,Canterbury,Christchurch,2013-08-02,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Property"", ""Motors""], ""saved_searches"": 5}"
927,noah.stewart@gmail.com,Noah,Stewart,NULL,Individual,Auckland,Franklin,2007-06-06,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors""], ""saved_searches"": 3}"
928,ameliaw39,NULL,NULL,Southern Cross Autos,Business,Canterbury,Waimakariri,2007-04-23,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace""], ""saved_searches"": 15}"
929,emma_66@outlook.com,Emma,Wilson,NULL,Individual,Wellington,Wellington City,2019-11-01,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Motors"", ""Property""], ""saved_searches"": 2}"
930,capitalcars@yahoo.co.nz,NULL,NULL,Capital Cars,Power Seller,Manawatu-Wanganui,Whanganui,2014-01-16,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors""], ""saved_searches"": 0}"
931,avav@proton.me,Ava,van der Berg,NULL,Individual,Canterbury,Timaru,2015-06-24,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Jobs"", ""Motors""], ""saved_searches"": 1}"
932,anika_118,NULL,NULL,Kiwi Deals Trading,Business,Taranaki,Stratford,2021-08-04,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Property"", ""Marketplace""], ""saved_searches"": 3}"
933,bayleys@xtra.co.nz,NULL,NULL,Bayleys,Business,Wellington,Lower Hutt,2008-08-02,"{""notifications"": {""email"": false, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Marketplace""], ""saved_searches"": 10}"
934,benjaminc96,Benjamin,Chen,NULL,Individual,Auckland,Franklin,2020-12-07,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property""], ""saved_searches"": 5}"
935,thomas.reid6@proton.me,Thomas,Reid,NULL,Individual,Auckland,Franklin,2002-07-26,"{""notifications"": {""email"": true, ""push"": false, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Jobs""], ""saved_searches"": 1}"
936,lauren_37@xtra.co.nz,NULL,NULL,Hudson Recruitment,Business,Bay of Plenty,Tauranga,2022-09-27,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs""], ""saved_searches"": 12}"
937,ljhooker@trademe.co.nz,NULL,NULL,LJ Hooker,Business,Nelson-Marlborough,Blenheim,2008-11-22,"{""notifications"": {""email"": false, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Marketplace""], ""saved_searches"": 9}"
938,roberthalfwelli@hotmail.com,NULL,NULL,Robert Half Wellington,Power Seller,West Coast,Westport,2014-10-06,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs""], ""saved_searches"": 2}"
939,jackh43,Jack,Henare,NULL,Individual,Auckland,Papakura,2003-02-22,"{""notifications"": {""email"": false, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Property""], ""saved_searches"": 2}"
940,nz_joshua_11,Joshua,Robertson,NULL,Individual,Hawkes Bay,Havelock North,2026-05-18,"{""notifications"": {""email"": true, ""push"": false, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors""], ""saved_searches"": 4}"
941,emma_54@icloud.com,Emma,Smith,NULL,Individual,Taranaki,Stratford,2015-01-29,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors""], ""saved_searches"": 0}"
942,placemakerstrad@icloud.com,NULL,NULL,Placemakers Trade,Power Seller,Wellington,Kapiti Coast,2007-05-02,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Jobs""], ""saved_searches"": 2}"
943,kiwibuyer363,NULL,NULL,PB Tech,Business,Auckland,Auckland City,2003-12-22,"{""notifications"": {""email"": false, ""push"": false, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Marketplace"", ""Motors""], ""saved_searches"": 9}"
944,henry_32@yahoo.co.nz,Henry,Walker,NULL,Individual,Nelson-Marlborough,Nelson,2026-06-10,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs""], ""saved_searches"": 3}"
945,liam_18@gmail.com,Liam,Clark,NULL,Individual,Manawatu-Wanganui,Whanganui,2023-05-28,"{""notifications"": {""email"": false, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property""], ""saved_searches"": 5}"
946,ariap60,Aria,Patel,NULL,Individual,Otago,Wanaka,2010-07-29,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Motors""], ""saved_searches"": 1}"
947,sophie_87@trademe.co.nz,Sophie,Chen,NULL,Individual,Waikato,Tauranga,2003-10-08,"{""notifications"": {""email"": false, ""push"": false, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Marketplace"", ""Property""], ""saved_searches"": 1}"
948,ryanw24,Ryan,Williams,NULL,Individual,Waikato,Tauranga,2015-12-29,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Property"", ""Jobs""], ""saved_searches"": 0}"
949,jessica.reid4@hotmail.com,Jessica,Reid,NULL,Individual,Bay of Plenty,Mount Maunganui,2001-03-23,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Property""], ""saved_searches"": 3}"
950,aria.mcdonald6@outlook.com,NULL,NULL,Hays NZ,Business,Auckland,Papakura,2001-11-29,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Marketplace""], ""saved_searches"": 13}"
951,manaiac84,Manaia,Chen,NULL,Individual,Wellington,Lower Hutt,2009-06-11,"{""notifications"": {""email"": false, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Jobs"", ""Motors""], ""saved_searches"": 4}"
952,kate_33@gmail.com,Kate,Wang,NULL,Individual,Auckland,North Shore,2014-05-28,"{""notifications"": {""email"": true, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Jobs"", ""Property""], ""saved_searches"": 5}"
953,liam.singh@trademe.co.nz,Liam,Singh,NULL,Individual,Wellington,Lower Hutt,2012-06-10,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace""], ""saved_searches"": 2}"
954,nikaul98,Nikau,Lee,NULL,Individual,Auckland,Papakura,2019-07-21,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Jobs"", ""Motors""], ""saved_searches"": 3}"
955,jessicam42,Jessica,Martin,NULL,Individual,Auckland,Manukau,2024-08-17,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Marketplace""], ""saved_searches"": 1}"
956,james_3@hotmail.com,James,Stewart,NULL,Individual,Canterbury,Selwyn,2002-09-10,"{""notifications"": {""email"": false, ""push"": true, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Marketplace"", ""Property""], ""saved_searches"": 4}"
957,olivia.murray7@outlook.com,Olivia,Murray,NULL,Individual,Bay of Plenty,Rotorua,2018-07-04,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Motors""], ""saved_searches"": 5}"
958,kiwibuyer508,Manaia,Mitchell,NULL,Individual,Auckland,North Shore,2018-04-16,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Marketplace"", ""Motors"", ""Property""], ""saved_searches"": 3}"
959,sophie_525,Sophie,Brown,NULL,Individual,Gisborne,Gisborne,2024-12-20,"{""notifications"": {""email"": false, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property""], ""saved_searches"": 3}"
960,century21@hotmail.com,NULL,NULL,Century 21,Power Seller,Wellington,Wellington City,2016-02-29,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors"", ""Property"", ""Marketplace""], ""saved_searches"": 14}"
961,samueln@trademe.co.nz,Samuel,Nguyen,NULL,Individual,Canterbury,Timaru,2009-11-04,"{""notifications"": {""email"": true, ""push"": false, ""sms"": true}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property""], ""saved_searches"": 2}"
962,ethanp82,NULL,NULL,Randstad NZ,Business,Waikato,Tauranga,2012-05-05,"{""notifications"": {""email"": true, ""push"": false, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Motors""], ""saved_searches"": 3}"
963,kiwitrader140,NULL,NULL,Turners Auctions,Business,Manawatu-Wanganui,Palmerston North,2012-06-25,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Motors""], ""saved_searches"": 6}"
964,sarahb@icloud.com,Sarah,Brown,NULL,Individual,Wellington,Porirua,2024-06-14,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Marketplace"", ""Jobs""], ""saved_searches"": 2}"
965,joshua_75@icloud.com,Joshua,Tamati,NULL,Individual,Manawatu-Wanganui,Levin,2017-04-19,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Jobs"", ""Marketplace""], ""saved_searches"": 3}"
966,sophie.chen@trademe.co.nz,Sophie,Chen,NULL,Individual,Waikato,Taupo,2021-02-01,"{""notifications"": {""email"": true, ""push"": true, ""sms"": false}, ""display"": {""currency"": ""NZD"", ""distance_unit"": ""km""}, ""interests"": [""Property"", ""Jobs""], ""saved_searches"": 1}"
